Feature,Coefficient,Std Error,T-Statistic,P-Value,Significant,Conf Int Low,Conf Int High,VIF
BenchmarkFilterAdd/maxItems=1000000-2_BenchmarkMapHasHit/items_10000000-2,0.0003423919481920329,0.00020746490472740712,1.650360809901364,0.10235492101936998,False,-6.977329611943954e-05,0.0007545571925035054,1000.0
BenchmarkAdd/items_1000-2_BenchmarkFilterHasHit/maxItems=10000000-2,0.00034199806604334466,0.0002475760362303098,1.3813859824672121,0.17058027124383565,False,-0.00014985494202376546,0.0008338510741104548,1000.0
BenchmarkIntersectFullOverlap/items_100000-2_BenchmarkIntersectNoOverlap/items_1000000-2,-0.00034177720003849605,0.0003038069585709648,-1.1249814739140085,0.26358817521482997,False,-0.0009453427499200762,0.000261788349843084,1000.0
BenchmarkMapAddWithAllocs/items_10000000-2_BenchmarkQueueThroughputConcurrent/block-size-10000-2,-0.0003416014281743787,0.0002839330708940108,-1.2031054610820409,0.2320908294098867,False,-0.0009056840313833479,0.00022248117503459057,1000.0
BenchmarkMapHasMiss/items_100000-2_BenchmarkMarshalVarUint64s/up-to-(1<<28)-1-2,-0.0003414238780324728,0.00024638556116605347,-1.3857300582738592,0.1692536415067078,False,-0.0008309117995980821,0.00014806404353313657,1000.0
BenchmarkFilterAdd/maxItems=1000-2_BenchmarkMarshalUnmarshalMetricIDs/numMetricIDs-10000-2,0.00034140074501562667,0.00016093517398987144,2.1213556772686184,0.03664082355242133,True,2.1674932146217916e-05,0.0006611265578850354,1000.0
BenchmarkBlockStreamReaderBlocksBestCase-2_BenchmarkFilterAdd/maxItems=1000000-2,0.00034115081280527477,0.00016133744018833538,2.1145173272058635,0.037235902446145955,True,2.062582792079201e-05,0.0006616757976897576,1000.0
BenchmarkFilterHasHit/maxItems=1000000-2_bench-fast-queue-throughput-serial-100000,0.00034100395293733894,0.00022634910427742972,1.5065398823906102,0.1354306390906073,False,-0.00010867804984173292,0.0007906859557164108,1000.0
BenchmarkMapHasHit/items_1000000-2_BenchmarkMarshalUnmarshalMetricIDs/numMetricIDs-10000-2,0.0003406999325663221,0.0002273878046423115,1.4983210427764775,0.13754922864407812,False,-0.00011104562978308012,0.0007924454949157243,1000.0
BenchmarkFilterAdd/maxItems=1000000-2_BenchmarkUnionNoOverlap/items_1000000-2,0.00034065435088204783,0.00017373340360023643,1.9607878728140238,0.052995822088203144,False,-4.49737892035414e-06,0.0006858060806844497,1000.0
BenchmarkFilterHasMiss/maxItems=10000000-2_BenchmarkUnionNoOverlap/items_100000-2,0.00033993373246217614,0.0001456588716599008,2.3337660699163463,0.0218351530247871,True,5.055696050781374e-05,0.0006293105044165386,1000.0
BenchmarkMarshalUnmarshalMetricIDs/numMetricIDs-1000-2_BenchmarkUnionPartialOverlap/items_10000-2,0.0003395049269479827,0.0002210598357928006,1.5358055692495887,0.12809429460823285,False,-9.966902079372973e-05,0.0007786788746896951,1000.0
BenchmarkIntersectPartialOverlap/items_1000-2_BenchmarkMapHasHit/items_1000000-2,-0.00033903389765332773,0.0003509004111738679,-0.9661826742213179,0.336541900221884,False,-0.001036158810854935,0.0003580910155482795,1000.0
BenchmarkPromInstantUnmarshal/Instant_std+fastjson-2_BenchmarkUnionPartialOverlap/items_100000-2,0.00033887574390492034,0.00024506463487304283,1.3828014967580977,0.17014712259972287,False,-0.00014798792702421854,0.0008257394148340593,1000.0
BenchmarkFilterHasMiss/maxItems=100000-2_BenchmarkIntersectFullOverlap/items_10000-2,0.00033725756611295706,0.00033905701632601175,0.994692779897159,0.322552548307354,False,-0.00033633837606891217,0.0010108535082948263,1000.0
BenchmarkAppendFloatToDecimal/RealFloat-2_BenchmarkMarshalUnmarshalMetricIDs/numMetricIDs-100-2,-0.0003368505363067104,0.00020067500931124433,-1.6785873710077153,0.09670156666225693,False,-0.000735526468260851,6.182539564743024e-05,1000.0
BenchmarkMapAddWithAllocs/items_10000000-2_BenchmarkQueueThroughputConcurrent/block-size-1000000-2,-0.0003367879268126728,0.00026611195892042595,-1.265587342180968,0.2089274297444169,False,-0.0008654657805766899,0.00019188992695134434,1000.0
BenchmarkMapHasHit/items_100000-2_BenchmarkMergeBlockStreamsTwoSourcesBestCase-2,-0.0003366440686901127,0.00022511812705290965,-1.4954107565535628,0.13830561859123622,False,-0.0007838805203570444,0.00011059238297681895,1000.0
BenchmarkMapHasMiss/items_100000-2_BenchmarkUnionPartialOverlap/items_10000-2,0.0003359858541664684,0.000247006718796682,1.3602296156285028,0.1771546069395801,False,-0.00015473610544967437,0.0008267078137826113,1000.0
BenchmarkFilterAdd/maxItems=1000000-2_BenchmarkUnionNoOverlap/items_10000000-2,0.00033574478614327067,0.0001671313369816101,2.008867949044251,0.04754770259976118,True,3.7092140081238455e-06,0.0006677803582784175,1000.0
BenchmarkQueueThroughputSerial/block-size-100-2_BenchmarkUnionPartialOverlap/items_100000-2,0.00033542251510824224,0.0002498759252929399,1.3423562702769885,0.1828568058651068,False,-0.00016099962400603813,0.0008318446542225226,1000.0
BenchmarkCacheGet-2_BenchmarkMarshalUnmarshalMetricIDs/numMetricIDs-100-2,-0.00033503660280967114,0.0001807707409411434,-1.85337848960167,0.06710448640399538,False,-0.000694169231541597,2.4096025922254666e-05,1000.0
BenchmarkMapAddNoAllocs/items_1000000-2_BenchmarkMarshalUnmarshalMetricIDs/numMetricIDs-10000-2,0.00033455632138006943,0.0002181984760005469,1.5332660773452464,0.1287181858056786,False,-9.893303571057913e-05,0.0007680456784707179,1000.0
BenchmarkFilterHasHit/maxItems=100000-2_BenchmarkUnionPartialOverlap/items_100000-2,0.00033404331714385796,0.00021570526047260056,1.5486099709018872,0.12498490321827424,False,-9.449283213293233e-05,0.0007625794664206482,1000.0
BenchmarkMapAddWithAllocs/items_1000000-2_BenchmarkUnionPartialOverlap/items_10000-2,0.00033368308941032375,0.00024168385517415103,1.3806594121476607,0.1708029283725047,False,-0.00014646407256329864,0.0008138302513839462,1000.0
BenchmarkDedupAggr/samplesPerPush_100000-2_BenchmarkUnionNoOverlap/items_100000-2,0.0003333236174943839,0.000228268547970851,1.4602257755498933,0.14771011931652211,False,-0.0001201716952027224,0.0007868189301914902,1000.0
BenchmarkIntersectPartialOverlap/items_10000000-2_BenchmarkMapHasHit/items_1000000-2,-0.00033327148509956875,0.00022816299039862475,-1.46067284846376,0.1475875807181012,False,-0.0007865570892553546,0.00012001411905621719,1000.0
BenchmarkIntersectNoOverlap/items_100000-2_BenchmarkParseJSONRequest/streams_10/rows_100/labels_10-2,-0.00033255652570838266,0.00016647171213860767,-1.9976758900124092,0.04877123014294461,True,-0.0006632816379615208,-1.8314134552444776e-06,1000.0
BenchmarkAppendFloatToDecimal/RealFloat-2_BenchmarkMarshalUnmarshalMetricIDs/numMetricIDs-1000-2,-0.00033222307409575853,0.0001433855471029262,-2.3169913621578573,0.022773714435848223,True,-0.0006170834900300229,-4.736265816149423e-05,1000.0
BenchmarkFilterHasHit/maxItems=1000000-2_bench-fast-queue-throughput-serial-1000000,0.0003322036794934954,0.00018543679060866323,1.791465859623088,0.07657981390755372,False,-3.619887131855131e-05,0.0007006062303055421,1000.0
BenchmarkMapAddWithAllocs/items_10000000-2_BenchmarkQueueThroughputSerial/block-size-1000000-2,-0.000331374641511346,0.00027537573520095346,-1.203354541276223,0.23199494857923061,False,-0.0008784566037626626,0.00021570732073997054,1000.0
BenchmarkUnionPartialOverlap/items_100000-2,0.00033102734762630325,0.0002288842012616291,1.4462656041861013,0.1515763827887607,False,-0.00012369106778949244,0.0007857457630420989,1000.0
BenchmarkFilterAdd/maxItems=1000000-2_BenchmarkPromInstantUnmarshal/Instant_std+fastjson-2,0.00033044278179425636,0.00017867264608891192,1.8494312869235723,0.06767783077222629,False,-2.4521615310759543e-05,0.0006854071788992722,1000.0
BenchmarkMarshalUnmarshalMetricIDs/numMetricIDs-1000-2_BenchmarkQueueThroughputSerial/block-size-10000-2,0.0003303866021227254,0.00021132469026424595,1.5634074830991178,0.12146636609290985,False,-8.944677984736141e-05,0.0007502199840928121,1000.0
BenchmarkMapAddNoAllocs/items_1000000-2_BenchmarkMapHasHit/items_100000-2,-0.00033004197657972344,0.0003112120157601663,-1.0605052500095895,0.29175252080369435,False,-0.0009483189650515455,0.0002882350118920986,1000.0
BenchmarkMarshalUnmarshalMetricIDs/numMetricIDs-100000-2_BenchmarkUnionPartialOverlap/items_100000-2,0.00032955626981085904,0.00022676408207067533,1.4533001293747507,0.1496184886263327,False,-0.00012095015878501133,0.0007800626984067294,1000.0
BenchmarkFilterHasHit/maxItems=1000000-2_bench-fast-queue-throughput-concurrent-100000,0.0003294874537625406,0.0002630028114506535,1.252790614462163,0.2135272467148053,False,-0.00019301353587998602,0.0008519884434050672,1000.0
BenchmarkFilterAdd/maxItems=1000-2_BenchmarkUnionPartialOverlap/items_10000-2,0.00032865151126752236,0.00020549154648134756,1.5993432182250573,0.11324922768369337,False,-7.959331245681572e-05,0.0007368963349918604,1000.0
BenchmarkMapHasHit/items_100000-2_BenchmarkMarshalVarUint64s/up-to-(1<<28)-1-2,-0.0003285419321378073,0.00021412679179341675,-1.5343336038713684,0.128455628713268,False,-0.0007539421778763647,9.68583136007502e-05,1000.0
BenchmarkIntersectFullOverlap/items_100000-2_BenchmarkIntersectNoOverlap/items_10000-2,-0.0003283940652236909,0.0002124626883528112,-1.5456552290177483,0.12569706322106375,False,-0.0007504882790236999,9.370014857631802e-05,1000.0
BenchmarkFilterHasHit/maxItems=1000000-2_BenchmarkFilterHasMiss/maxItems=10000000-2,0.0003278857058807697,0.00016129448363503803,2.0328389321898857,0.04501520881186727,True,7.446061687079201e-06,0.0006483253500744602,1000.0
BenchmarkMapAddWithAllocs/items_10000000-2_BenchmarkMapHasHit/items_1000000-2,-0.0003276261225826899,0.0003514234455724663,-0.932283052569214,0.35368453965506963,False,-0.0010257901349079049,0.0003705378897425251,1000.0
BenchmarkIntersectNoOverlap/items_1000-2_BenchmarkMarshalUnmarshalMetricIDs/numMetricIDs-100-2,-0.00032755223527827993,0.0003511087435979049,-0.9329082264422265,0.35336340114174203,False,-0.0010250910372027245,0.0003699865666461647,1000.0
BenchmarkMapAddReuse/items_100000-2_BenchmarkUnionPartialOverlap/items_100000-2,0.00032753053759250835,0.00020944695657355186,1.5637875238234311,0.12137704851788497,False,-8.857239866005471e-05,0.0007436334738450714,1000.0
BenchmarkFilterAdd/maxItems=1000000-2_BenchmarkFilterHasHit/maxItems=1000-2,0.000326117669524786,0.00017713798460771427,1.8410374841228927,0.06891068642276799,False,-2.5797854686935792e-05,0.0006780331937365077,1000.0
BenchmarkIntersectNoOverlap/items_1000000-2_BenchmarkMapAddReuse/items_10000000-2,0.00032610857320426685,0.000247251226127172,1.3189361214190103,0.1905365847886901,False,-0.00016509914290037598,0.0008173162893089097,1000.0
BenchmarkIntersectFullOverlap/items_100000-2_BenchmarkMapAddReuse/items_1000000-2,-0.0003259654912483378,0.00025080997772378285,-1.2996512108753653,0.19703960658440683,False,-0.0008242432885466563,0.0001723123060499807,1000.0
BenchmarkFilterHasHit/maxItems=100000-2_BenchmarkUnionNoOverlap/items_10000-2,0.0003259511902591537,0.00033717883211308725,0.966701225626857,0.3362839647374867,False,-0.0003439134111641466,0.0009958157916824541,1000.0
BenchmarkGetStaleSeries-2_BenchmarkUnionNoOverlap/items_100000-2,0.0003258738787136008,0.0002526308268421382,1.289921276777636,0.20038267316118952,False,-0.0001760213531706172,0.0008277691105978188,1000.0
BenchmarkIntersectNoOverlap/items_1000000-2_BenchmarkUnionPartialOverlap/items_10000-2,0.000325705148655342,0.00022188281780875573,1.4679151449035246,0.14561352072328695,False,-0.00011510379650492552,0.0007665140938156096,1000.0
BenchmarkBlockStreamWriterBlocksBestCase-2_BenchmarkIntersectNoOverlap/items_1000000-2,-0.00032561389183184165,0.00028986262709778884,-1.1233386486971695,0.26428126457920786,False,-0.0009014765933885288,0.00025024880972484545,1000.0
BenchmarkFilterHasHit/maxItems=1000-2_BenchmarkIntersectFullOverlap/items_10000-2,0.00032537614824544613,0.00032269333250114905,1.0083138245327319,0.3160070655083353,False,-0.0003157104798894423,0.0009664627763803346,1000.0
BenchmarkMapHasHit/items_100000-2,-0.00032521641320249026,0.0002729813014353093,-1.1913505118941619,0.23664834309271826,False,-0.0008675414148522001,0.0002171085884472196,1000.0
BenchmarkFilterAdd/maxItems=1000000-2_BenchmarkLabelsCompressorCompress-2,0.00032460632857994273,0.00016669164627020056,1.9473461078773482,0.05461067395421526,False,-6.5557212130628434e-06,0.0006557683783729484,1000.0
BenchmarkQueueThroughputConcurrent/block-size-1000000-2_BenchmarkUnionPartialOverlap/items_100000-2,0.000324447911088168,0.0002565108625162767,1.2648505716500813,0.2091902676768998,False,-0.00018515568888688325,0.0008340515110632192,1000.0
BenchmarkFilterAdd/maxItems=100000-2_BenchmarkUnionNoOverlap/items_1000-2,0.0003243972975379998,0.0001526428816113736,2.1252042290705067,0.03630955544847531,True,2.114557082102459e-05,0.0006276490242549751,1000.0
BenchmarkAddMulti/items_1-2_BenchmarkFilterAdd/maxItems=1000000-2,0.0003243416284889317,0.00015061613971884347,2.1534320896444643,0.03395819601795177,True,2.5116378290423883e-05,0.0006235668786874395,1000.0
BenchmarkFilterHasHit/maxItems=100000-2_BenchmarkUnionPartialOverlap/items_10000-2,0.00032400922291965094,0.00020253397447173358,1.5997771424017107,0.11315279595921217,False,-7.835986779088897e-05,0.0007263783136301908,1000.0
BenchmarkQueueThroughputConcurrent/block-size-10000-2_BenchmarkUnionPartialOverlap/items_100000-2,0.0003231796146411156,0.00025366775400690835,1.2740271853091512,0.2059339111462375,False,-0.00018077565404191534,0.0008271348833241466,1000.0
BenchmarkDeduplicatorPush-2_BenchmarkFilterAdd/maxItems=1000000-2,0.0003229976782265941,0.00014726222941740445,2.1933504572382905,0.030859440170844528,True,3.043555623575921e-05,0.0006155598002174289,1000.0
BenchmarkFilterAdd/maxItems=100000-2_BenchmarkIntersectPartialOverlap/items_1000-2,0.00032278990102359696,0.0002086821590170086,1.5468016170816405,0.12542037689508123,False,-9.179363139458918e-05,0.000737373433441783,1000.0
BenchmarkFilterAdd/maxItems=1000000-2_BenchmarkIndexDBAddTSIDs-2,0.00032262858718039246,0.0001650707494587679,1.9544867169878577,0.05374770182449485,False,-5.313268184231937e-06,0.0006505704425450169,1000.0
BenchmarkFilterHasHit/maxItems=1000000-2_BenchmarkFilterHasMiss/maxItems=100000-2,0.00032255702065815255,0.00016914655879542674,1.9069676791253385,0.05971460260169544,False,-1.3482141348374673e-05,0.0006585961826646798,1000.0
BenchmarkGraphiteMatchTemplateMatch/match-long-2_BenchmarkUnionNoOverlap/items_100000-2,0.0003221698318742641,0.0002479650161926199,1.2992551805130514,0.19717486146620655,False,-0.0001704559527808113,0.0008147956165293395,1000.0
BenchmarkFilterAdd/maxItems=100000-2_created,0.000320485495313882,0.00013845082035794884,2.3147966511523963,0.022899110604323293,True,4.542877536919417e-05,0.0005955422152585698,1000.0
BenchmarkMapAddNoAllocs/items_1000000-2_BenchmarkUnionPartialOverlap/items_10000-2,0.0003196348546031024,0.00023757479988837445,1.3454072349141584,0.18187377350833242,False,-0.0001523489518479234,0.0007916186610541281,1000.0
BenchmarkMarshalUnmarshalMetricIDs/numMetricIDs-100-2_bench-fast-queue-throughput-concurrent-10000,-0.00031953016098983583,0.000212929377532862,-1.5006391541276254,0.13694906968471676,False,-0.0007425515343022736,0.00010349121232260193,1000.0
BenchmarkAdd/items_1000-2_BenchmarkFilterAdd/maxItems=10000000-2,0.00031888874675873983,0.00015400911154096557,2.07058363994209,0.04126211256399824,True,1.2922765823896766e-05,0.0006248547276935829,1000.0
BenchmarkFilterAdd/maxItems=100000-2_BenchmarkUnmarshalUint64-2,0.0003185549296269052,0.00017137222625922957,1.8588480559564933,0.06631673739207307,False,-2.190590926603184e-05,0.0006590157685198423,1000.0
BenchmarkFilterAdd/maxItems=1000000-2_BenchmarkFilterHasHit/maxItems=100000-2,0.00031839106526423066,0.0001629421934293525,1.9540123927586428,0.05380466479094702,False,-5.3220420282926715e-06,0.0006421041725567539,1000.0
BenchmarkIntersectNoOverlap/items_1000-2_BenchmarkIntersectNoOverlap/items_1000000-2,-0.0003182201230621054,0.0002630069536821938,-1.209930454715767,0.2294739527487067,False,-0.0008407293419705748,0.00020428909584636407,1000.0
BenchmarkBlock_MustInitFromRows/rowsPerBlock_10000-2_BenchmarkFilterHasHit/maxItems=10000000-2,0.00031781078732048606,0.0001591228241222655,1.9972671367137702,0.04881641955869226,True,1.6855237918978437e-06,0.0006339360508490743,1000.0
BenchmarkFilterAdd/maxItems=100000-2_BenchmarkLogRowsMustAdd-2,0.0003177698049426249,0.00018023551447737685,1.7630809658354616,0.08128113679066082,False,-4.029950300022501e-05,0.0006758391128854747,1000.0
BenchmarkFilterHasHit/maxItems=1000000-2_bench-fast-queue-throughput-serial-1,0.0003174604349928913,0.00013012192123865388,2.4397152452940176,0.01665951441184213,True,5.8950526880596765e-05,0.0005759703431051858,1000.0
BenchmarkFilterAdd/maxItems=1000-2_BenchmarkIntersectFullOverlap/items_10000-2,0.00031730010503479343,0.000287011615552668,1.1055305354934923,0.2718763346650114,False,-0.0002528985644699496,0.0008874987745395365,1000.0
BenchmarkCacheGet-2_BenchmarkMapAddReuse/items_1000000-2,-0.000317119077920475,0.00015911052438074,-1.9930741800688934,0.0492820358670366,True,-0.0006332199058657173,-1.0182499752327701e-06,1000.0
BenchmarkFilterAdd/maxItems=1000-2_BenchmarkMapAddNoAllocs/items_1000000-2,0.0003170184632384095,0.00021219830968806616,1.493972613186364,0.13868059636350466,False,-0.00010455051619924515,0.0007385874426760642,1000.0
BenchmarkMarshalUnmarshalMetricIDs/numMetricIDs-100000-2_BenchmarkUnionPartialOverlap/items_10000-2,0.0003161064697944178,0.00022420885740841634,1.4098750310234256,0.1620230614000483,False,-0.00012932355901916422,0.0007615364986079999,1000.0
BenchmarkPromInstantUnmarshal/Instant_std+fastjson-2_BenchmarkUnionPartialOverlap/items_10000-2,0.00031592831573227934,0.00023777418371746765,1.328690570157429,0.18730912282571163,False,-0.00015645160149583393,0.0007883082329603927,1000.0
BenchmarkUnionPartialOverlap/items_10000-2,0.00031571112120972947,0.00023200370698395244,1.3608020549066788,0.17697423056283634,False,-0.0001452047368041857,0.0007766269792236446,1000.0
BenchmarkFilterHasMiss/maxItems=10000000-2_BenchmarkIfExpression/equal___name__:_last-2,0.00031530400507515495,0.00014071067063441207,2.2407966904966514,0.027499771636433492,True,3.575769812041524e-05,0.0005948503120298946,1000.0
BenchmarkMapHasMiss/items_10000000-2_BenchmarkUnionPartialOverlap/items_10000-2,0.0003152179471104924,0.00019860644192052005,1.5871486547079823,0.11598626626495889,False,-7.934841467276626e-05,0.000709784308893751,1000.0
BenchmarkFilterHasMiss/maxItems=1000000-2_BenchmarkUnionPartialOverlap/items_10000-2,0.000315087038264213,0.00020701623667937903,1.522040219252034,0.13150491287079996,False,-9.618684865901476e-05,0.0007263609251874408,1000.0
BenchmarkMapHasHit/items_100000-2_bench-fast-queue-throughput-serial-10000,-0.0003142150172310446,0.00035148681471263105,-0.8939596140695658,0.3737278768751915,False,-0.0010125049234136912,0.00038407488895160193,1000.0
BenchmarkIntersectFullOverlap/items_100000-2_BenchmarkQueueThroughputConcurrent/block-size-10000-2,-0.00031420890943031514,0.00029737127940072125,-1.056621574428862,0.29351233306628743,False,-0.0009049888593522348,0.00027657104049160446,1000.0
BenchmarkIntersectNoOverlap/items_1000-2_BenchmarkMapHasHit/items_100000-2,-0.00031404594065016875,0.00025326131220321804,-1.2400075555092158,0.2181959016933874,False,-0.0008171937417495304,0.0001891018604491929,1000.0
BenchmarkFilterAdd/maxItems=100000-2_BenchmarkUnionFullOverlap/items_1000-2,0.000313991945304113,0.0001954971407208133,1.6061203971904656,0.11175061939181569,False,-7.439724694630859e-05,0.0007023811375545346,1000.0
BenchmarkUnionPartialOverlap/items_1000-2_BenchmarkUnionPartialOverlap/items_10000-2,0.0003134220395664274,0.00024107046994686682,1.30012622298993,0.19687746844876486,False,-0.00016550652559250566,0.0007923506047253604,1000.0
BenchmarkIntersectFullOverlap/items_100000-2_BenchmarkQueueThroughputConcurrent/block-size-1000000-2,-0.00031302818850855216,0.0002975936598661513,-1.0518644404230346,0.29567778442093595,False,-0.0009042499360394916,0.0002781935590223873,1000.0
BenchmarkFilterAdd/maxItems=1000-2_BenchmarkMapAddWithAllocs/items_10000000-2,0.0003126660953551457,0.0001642377952209131,1.9037402136005577,0.06013938602190954,False,-1.3620951031561223e-05,0.0006389531417418527,1000.0
BenchmarkMapAddReuse/items_1000000-2_BenchmarkMarshalUnmarshalMetricIDs/numMetricIDs-1000000-2,0.0003126212758135568,0.00025734139687632137,1.2148114512792632,0.22761558973194576,False,-0.0001986323256297749,0.0008238748772568885,1000.0
BenchmarkMarshalUnmarshalMetricIDs/numMetricIDs-100-2_bench-fast-queue-throughput-serial-10000,-0.00031238485936559184,0.00041853459418250775,-0.7463776321184388,0.45738456304434827,False,-0.0011438768820317632,0.0005191071633005794,1000.0
BenchmarkMarshalUnmarshalMetricIDs/numMetricIDs-1000000-2_BenchmarkUnionPartialOverlap/items_10000-2,0.0003117334187598969,0.00021840379655415273,1.4273260065907476,0.1569464020342051,False,-0.0001221638434472836,0.0007456306809670774,1000.0
BenchmarkFilterAdd/maxItems=1000000-2_BenchmarkUnmarshalGaugeArray-2,0.0003117031364977106,0.0002032445002101025,1.5336362665434478,0.12862709015838966,False,-9.207753760776162e-05,0.0007154838106031827,1000.0
BenchmarkFilterAdd/maxItems=1000000-2_BenchmarkFilterHasHit/maxItems=1000000-2,0.00031145485927583973,0.00016336062051797463,1.9065479690778369,0.05976969927872079,False,-1.3089526460789984e-05,0.0006359992450124695,1000.0
BenchmarkFilterAdd/maxItems=1000-2_BenchmarkUnionPartialOverlap/items_100000-2,0.0003112410944402394,0.00018189515305526037,1.7111016385669346,0.09050697358174609,False,-5.012537521206149e-05,0.0006726075640925402,1000.0
BenchmarkCacheGet-2_BenchmarkMapHasHit/items_100000-2,-0.00031093217306085827,0.00013291485405617366,-2.3393335174520775,0.021531301075101796,True,-0.0005749907296956154,-4.6873616426101146e-05,1000.0
BenchmarkInmemoryPart_MustInitFromRows/streams_1/rowsPerStream_1-2_BenchmarkMapAddWithAllocs/items_10000000-2,0.00031086961772267376,0.0003122011421767608,0.9957350429764503,0.3220485424285259,False,-0.0003093724430185341,0.0009311116784638816,1000.0
BenchmarkMapAddWithAllocs/items_10000000-2_BenchmarkMarshalUnmarshalMetricIDs/numMetricIDs-0-2,-0.0003105345797838211,0.00026437638090786073,-1.1745927481019842,0.2432561780082341,False,-0.0008357644048968696,0.0002146952453292274,1000.0
BenchmarkFilterHasHit/maxItems=1000000-2_BenchmarkUnionFullOverlap/items_10000000-2,0.0003103968344077493,0.0002267689361458218,1.36878022044497,0.1744747613656715,False,-0.00014011923765563326,0.0007609129064711318,1000.0
BenchmarkAppendDecimalToFloat/Integers-2_BenchmarkFilterAdd/maxItems=10000000-2,0.0003103556484770092,0.00018949275020738767,1.6378233369738147,0.10495033734686555,False,-6.610477400794648e-05,0.0006868160709619649,1000.0
BenchmarkIntersectFullOverlap/items_100000-2_BenchmarkUnionPartialOverlap/items_1000000-2,-0.00031000220288790556,0.00022230971502539018,-1.3944608891811137,0.16661116585198169,False,-0.0007516592538799581,0.00013165484810414695,1000.0
BenchmarkAppendDecimalToFloat/Zeros-2_BenchmarkMapHasMiss/items_1000000-2,-0.00030995371008466215,0.00028084490308048115,-1.1036472682427116,0.27268833555460026,False,-0.0008679011289210711,0.0002479937087517468,1000.0
BenchmarkMarshalUnmarshalMetricIDs/numMetricIDs-1000-2_BenchmarkMarshalUnmarshalMetricIDs/numMetricIDs-1000000-2,0.0003096615886642296,0.00019141541198360016,1.6177463740002314,0.10921690385268135,False,-7.061853702191169e-05,0.0006899417143503709,1000.0
BenchmarkIntersectPartialOverlap/items_100000-2_BenchmarkUnionPartialOverlap/items_10000-2,0.0003092210978941237,0.00019504160161868834,1.5854109857991188,0.11638054908828749,False,-7.826308641981121e-05,0.0006967052822080585,1000.0
BenchmarkFilterHasHit/maxItems=1000000-2_BenchmarkIntersectFullOverlap/items_100000-2,0.0003088963757955787,0.0001872481576772712,1.6496630975027937,0.10249797910400577,False,-6.310477185554072e-05,0.0006808975234466981,1000.0
BenchmarkInmemoryPart_MustInitFromRows/streams_1/rowsPerStream_1-2_BenchmarkMarshalUnmarshalMetricIDs/numMetricIDs-1000000-2,0.0003088902959008076,0.0003324522792410413,0.9291267204002222,0.3553087429409071,False,-0.00035158418326630887,0.000969364775067924,1000.0
BenchmarkAppendDecimalToFloat/Integers-2_BenchmarkUnionPartialOverlap/items_10000-2,0.000308877489697526,0.00021310533451708049,1.4494122842934716,0.15069813965667894,False,-0.00011449345287571763,0.0007322484322707696,1000.0
BenchmarkFilterHasHit/maxItems=100000-2_BenchmarkMapAddNoAllocs/items_1000000-2,0.00030879322776574243,0.0002422543729057574,1.2746652374604202,0.2057088957141752,False,-0.00017248736726028238,0.0007900738227917673,1000.0
BenchmarkFilterAdd/maxItems=1000000-2_BenchmarkMarshalUnmarshalMetricIDs/numMetricIDs-10-2,0.00030873143663617445,0.00021277624614304556,1.450967587935638,0.15026551088821458,False,-0.00011398571444273239,0.0007314485877150812,1000.0
BenchmarkFilterHasHit/maxItems=1000000-2_BenchmarkFilterHasMiss/maxItems=1000000-2,0.0003087022084673924,0.00018920826683476713,1.6315471497710912,0.10626939815706758,False,-6.71930381439245e-05,0.0006845974550787092,1000.0
BenchmarkIntersectFullOverlap/items_100000-2_BenchmarkMapHasMiss/items_1000000-2,-0.0003082325701742277,0.00032299629058576783,-0.9542913623411418,0.3424923107814206,False,-0.0009499210774227287,0.0003334559370742733,1000.0
BenchmarkFilterHasHit/maxItems=1000-2_BenchmarkUnionPartialOverlap/items_10000-2,0.00030788326526084357,0.00020334924528095296,1.5140615094757963,0.1335143105986814,False,-9.610550321015142e-05,0.0007118720337318386,1000.0
BenchmarkFilterAdd/maxItems=1000000-2_bench-fast-queue-throughput-concurrent-100000,0.00030788034996985503,0.00016542363582131096,1.8611629979069282,0.06598567060479142,False,-2.0762575746995234e-05,0.0006365232756867053,1000.0
BenchmarkFederate-2_BenchmarkFilterHasHit/maxItems=10000000-2,0.00030769957262009726,0.00019460417504315922,1.5811560700167702,0.11735052453888321,False,-7.891558745280665e-05,0.0006943147326930012,1000.0
BenchmarkCacheGet-2_BenchmarkIntersectNoOverlap/items_1000000-2,-0.0003074331856118247,0.00026062111618264044,-1.1796173315303389,0.2412612150068465,False,-0.0008252025219016751,0.0002103361506780257,1000.0
BenchmarkFilterAdd/maxItems=100000-2_BenchmarkUnmarshalInt64NearestDelta2-2,0.0003073842767985961,0.00016537920194442551,1.8586634424677557,0.06634319931455433,False,-2.1170373266301103e-05,0.0006359389268634932,1000.0
BenchmarkFilterAdd/maxItems=100000-2_BenchmarkMarshalGaugeArray-2,0.0003071947536334869,0.00015616917631727147,1.967063929500362,0.052255838238822065,False,-3.0625729987140884e-06,0.0006174520802656879,1000.0
BenchmarkMapAddReuse/items_10000000-2_BenchmarkUnionPartialOverlap/items_10000-2,0.00030708325859466363,0.00025693933095828153,1.1951586292739425,0.23516490506673426,False,-0.00020337156872561368,0.000817538085914941,1000.0
BenchmarkFilterAdd/maxItems=100000-2_BenchmarkMergeBlockStreamsFourSourcesBestCase-2,0.0003070718435720354,0.00012733892715747935,2.4114530444589133,0.017920472116207294,True,5.4090838947739586e-05,0.0005600528481963312,1000.0
