Feature,Coefficient,Std Error,T-Statistic,P-Value,Significant,Conf Int Low,Conf Int High,VIF
BenchmarkFilterAdd/maxItems=1000000-2_BenchmarkIntersectFullOverlap/items_10000-2,0.0005453327720970256,0.000384923154265366,1.4167315373319247,0.16001360624858596,False,-0.0002193842586093659,0.001310049802803417,1000.0
BenchmarkFilterAdd/maxItems=100000-2_BenchmarkQueueThroughputSerial/block-size-100-2,0.0005450213329401364,0.0002112814493864683,2.57959860897775,0.011512344655430233,True,0.00012527385652104822,0.0009647688093592246,1000.0
BenchmarkPodGetTargetLabels-2_BenchmarkUnionNoOverlap/items_100000-2,0.00054453520346156,0.000269760917802853,2.01858448546471,0.04650685089126105,True,8.608055985750225e-06,0.0010804623509373698,1000.0
BenchmarkFilterAdd/maxItems=100000-2_BenchmarkUnionNoOverlap/items_10000-2,0.0005425782081255677,0.00030621005612622645,1.771915053965129,0.07979308415499477,False,-6.576151448787809e-05,0.0011509179307390136,1000.0
BenchmarkFilterAdd/maxItems=100000-2_BenchmarkMarshalUnmarshalMetricIDs/numMetricIDs-0-2,0.00054194871020951,0.0002162578121349455,2.5060306717212715,0.014006535271865224,True,0.0001123148206127155,0.0009715825998063046,1000.0
BenchmarkLogRowsMustAdd-2_BenchmarkUnionNoOverlap/items_100000-2,0.0005413796469185383,0.0003056157603862898,1.7714389016922736,0.07987271134395288,False,-6.577940347872674e-05,0.0011485386973158034,1000.0
BenchmarkBlockStreamReaderRowsWorstCase-2_BenchmarkUnionNoOverlap/items_100000-2,0.0005396797633612734,0.000280904298243836,1.921222874606248,0.05786855418067227,False,-1.8385654334013616e-05,0.0010977451810565606,1000.0
BenchmarkFilterAdd/maxItems=100000-2_BenchmarkMarshalUnmarshalMetricIDs/numMetricIDs-10000-2,0.0005390148478476127,0.00021072333281674414,2.5579267404448647,0.012201863542907622,True,0.00012037616740834039,0.0009576535282868851,1000.0
BenchmarkUnionNoOverlap/items_10000-2_bench-fast-queue-throughput-serial-1000000,0.0005383297128451215,0.00026662278589315204,2.0190686667749955,0.04645549860195261,True,8.63701213968469e-06,0.0010680224135505584,1000.0
BenchmarkUnionNoOverlap/items_10000-2_BenchmarkUnionNoOverlap/items_10000000-2,0.0005380217191720449,0.00028442495193951487,1.8916122355061848,0.06175844913841853,False,-2.7038091587081948e-05,0.0011030815299311718,1000.0
BenchmarkUnionNoOverlap/items_10000-2_bench-fast-queue-throughput-concurrent-10000,0.0005379276004703976,0.00028649508821698184,1.8776154377313063,0.06367243644635136,False,-3.1244897326960174e-05,0.0011071000982677552,1000.0
BenchmarkFilterAdd/maxItems=100000-2_BenchmarkFilterHasHit/maxItems=10000000-2,0.0005330225593206806,0.00020776453570108433,2.565512721033163,0.011956383115247951,True,0.00012026204578219731,0.0009457830728591638,1000.0
BenchmarkFilterHasHit/maxItems=1000000-2_BenchmarkUnionPartialOverlap/items_100000-2,0.0005322971623728338,0.00023740828437394184,2.2421170507024617,0.02741105233352199,True,6.064416805496339e-05,0.0010039501566907042,1000.0
BenchmarkUnionNoOverlap/items_10000-2_BenchmarkUnionPartialOverlap/items_10000-2,0.0005318342483283714,0.0002745482885545454,1.9371246170515108,0.05586641156023104,False,-1.3603846736735467e-05,0.0010772723433934784,1000.0
BenchmarkUnionNoOverlap/items_10000-2_bench-fast-queue-throughput-concurrent-100000,0.0005314134858822369,0.0002928134078118636,1.8148536634759462,0.07287758525703836,False,-5.031145659430223e-05,0.001113138428358776,1000.0
BenchmarkFilterAdd/maxItems=1000000-2,0.0005309294631714307,0.0002073047078980873,2.561106636480441,0.012098415402189967,True,0.00011908247782226939,0.000942776448520592,1000.0
BenchmarkFilterAdd/maxItems=100000-2_BenchmarkMapAddWithAllocs/items_10000000-2,0.0005299377207369201,0.00023053682078805226,2.298711845359084,0.023836883631238686,True,7.193608818250956e-05,0.0009879393532913306,1000.0
BenchmarkDeduplicateSamples/minScrapeInterval=10s-2_BenchmarkUnionNoOverlap/items_100000-2,0.0005293940249418284,0.0002885134356356438,1.8349025021156609,0.06982359360980409,False,-4.3788272286480155e-05,0.001102576322170137,1000.0
BenchmarkFilterAdd/maxItems=100000-2_BenchmarkMapAddReuse/items_10000000-2,0.0005290333718801703,0.00021231500495045352,2.4917380286128488,0.014543949866431028,True,0.00010723255693570986,0.0009508341868246306,1000.0
BenchmarkUnionNoOverlap/items_10000-2_BenchmarkUnionNoOverlap/items_1000000-2,0.0005256006033446294,0.0002824432282315186,1.860907080816237,0.06602220186215238,False,-3.552216737711213e-05,0.0010867233740663711,1000.0
BenchmarkParseStream-2_BenchmarkUnionNoOverlap/items_100000-2,0.000524758201030381,0.0002928422847852505,1.7919481860865858,0.07650191712863602,False,-5.70241105939984e-05,0.0011065405126547603,1000.0
BenchmarkUnionNoOverlap/items_10000-2_bench-fast-queue-throughput-serial-1,0.000523697856252198,0.0002804029102993338,1.8676619857231282,0.06506362412565168,False,-3.3371466778730715e-05,0.0010807671792831268,1000.0
BenchmarkFilterAdd/maxItems=100000-2_BenchmarkMapAddNoAllocs/items_10000000-2,0.0005231998049251136,0.00021359751441455438,2.449465792517027,0.01624322092558196,True,9.885106108011238e-05,0.0009475485487701147,1000.0
BenchmarkParseProtobufRequest/streams_10/rows_100/labels_10-2_BenchmarkUnionNoOverlap/items_100000-2,0.0005225685413221793,0.0002720151846425073,1.9211006253528042,0.05788417809437535,False,-1.7837100691924456e-05,0.0010629741833362832,1000.0
BenchmarkFilterAdd/maxItems=100000-2_BenchmarkMarshalUnmarshalMetricIDs/numMetricIDs-1000000-2,0.0005216616108661303,0.000188301852236676,2.7703477404484347,0.006801885030063799,True,0.00014756711506016336,0.0008957561066720973,1000.0
BenchmarkFederate-2_BenchmarkUnionNoOverlap/items_100000-2,0.0005213910120175987,0.0002787334043193932,1.8705723961960101,0.06465422488117557,False,-3.236154598742938e-05,0.0010751435700226267,1000.0
BenchmarkUnionFullOverlap/items_1000000-2_BenchmarkUnionNoOverlap/items_100000-2,0.0005213273129718355,0.0002882197971791647,1.8087838450866904,0.07382381668423083,False,-5.127162021081454e-05,0.0010939262461544855,1000.0
BenchmarkUnionNoOverlap/items_10000-2_BenchmarkUnmarshalInt64Array-2,0.0005211389341851639,0.00028659305434363357,1.818393454714722,0.07233043627180419,False,-4.8228190421864244e-05,0.001090506058792192,1000.0
BenchmarkMarshalUnmarshalMetricIDs/numMetricIDs-10000000-2_BenchmarkUnionNoOverlap/items_100000-2,0.0005195677220881645,0.00030315170026539676,1.7138868811664407,0.08999177410061077,False,-8.269604280015887e-05,0.001121831486976488,1000.0
BenchmarkBlockStreamReaderBlocksBestCase-2_BenchmarkUnionNoOverlap/items_100000-2,0.0005148893707375808,0.00026279933274145443,1.9592491554920954,0.05317859872932759,False,-7.207372933804783e-06,0.0010369861144089664,1000.0
BenchmarkFilterAdd/maxItems=100000-2_BenchmarkUnionPartialOverlap/items_100000-2,0.0005139408257015507,0.00021993882739550495,2.336744411105533,0.021672136862070198,True,7.699395680266067e-05,0.0009508876946004407,1000.0
BenchmarkFilterAdd/maxItems=1000000-2_BenchmarkUnionPartialOverlap/items_100000-2,0.0005132292630560202,0.00022546076838720545,2.2763572870230013,0.02519638087080829,True,6.531209457365033e-05,0.0009611464315383902,1000.0
BenchmarkMapHasMiss/items_10000000-2_BenchmarkUnionNoOverlap/items_100000-2,0.000511614534189424,0.0002674055596762109,1.9132531679928964,0.05889459739785804,False,-1.9633283261946146e-05,0.001042862351640794,1000.0
BenchmarkFilterAdd/maxItems=100000-2_BenchmarkFilterAdd/maxItems=10000000-2,0.0005094428879083939,0.00019251982888998962,2.6461839845053134,0.009608265802426878,True,0.00012696864527200579,0.0008919171305447819,1000.0
BenchmarkUnionNoOverlap/items_10000-2_bench-fast-queue-throughput-serial-10000,0.0005055019232753882,0.0002634941546470112,1.9184559291365748,0.05822305386027183,False,-1.7975205386090232e-05,0.0010289790519368667,1000.0
BenchmarkDedupAggr/samplesPerPush_10000-2_BenchmarkFilterAdd/maxItems=1000000-2,0.0005052502011599336,0.00019632865896509078,2.5734918367153528,0.011702992718630451,True,0.00011520905278347525,0.0008952913495363919,1000.0
BenchmarkUnionFullOverlap/items_10000000-2_BenchmarkUnionNoOverlap/items_100000-2,0.0005037923896102838,0.0002536375722345157,1.9862687738726366,0.05004582130317456,False,-1.0291771394138616e-07,0.001007687696934509,1000.0
BenchmarkFilterAdd/maxItems=100000-2_BenchmarkMarshalUnmarshalMetricIDs/numMetricIDs-100000-2,0.0005027726267150839,0.00020357862686518576,2.469672943849999,0.015409955490556218,True,9.83281516905873e-05,0.0009072171017395804,1000.0
BenchmarkFilterAdd/maxItems=100000-2_BenchmarkMarshalUnmarshalMetricIDs/numMetricIDs-1-2,0.0004992179372018134,0.0002095181028685014,2.3826959597621715,0.01929007855825918,True,8.297365641640861e-05,0.0009154622179872181,1000.0
BenchmarkMapAddNoAllocs/items_10000000-2_BenchmarkUnionNoOverlap/items_100000-2,0.0004963157835411659,0.0002582952055002436,1.9215059860671624,0.05783238515479585,False,-1.683272521201581e-05,0.0010094642922943474,1000.0
BenchmarkDeduplicatorPush-2_BenchmarkUnionNoOverlap/items_100000-2,0.0004959166762310018,0.00027761693392808976,1.78633438967184,0.07741263552986405,False,-5.561781847217414e-05,0.0010474511709341776,1000.0
BenchmarkFilterHasHit/maxItems=1000000-2_BenchmarkMapAddNoAllocs/items_1000000-2,0.0004949756619772026,0.0002549778604685811,1.941249569933522,0.0553567371360484,False,-1.1582361858845079e-05,0.0010015336858132501,1000.0
BenchmarkMarshalDeltaConstArray-2_BenchmarkUnionNoOverlap/items_100000-2,0.0004930019130144828,0.0002574278208259951,1.9151073548795678,0.058654523184928024,False,-1.8423384689372747e-05,0.0010044272107183382,1000.0
BenchmarkAddMulti/items_1-2_BenchmarkUnionNoOverlap/items_100000-2,0.0004898155964351609,0.0002796408246962935,1.751588298908536,0.08325121056750467,False,-6.573971053037075e-05,0.0010453709034006927,1000.0
BenchmarkFilterAdd/maxItems=100000-2_BenchmarkIntersectNoOverlap/items_10000000-2,0.0004884257856323025,0.00018501349287929119,2.639946838639317,0.009773666632524648,True,0.00012086418964233692,0.0008559873816222681,1000.0
BenchmarkFilterHasHit/maxItems=1000000-2_BenchmarkMarshalUnmarshalMetricIDs/numMetricIDs-10000-2,0.00048842337426804,0.00020842203410834632,2.3434344471186646,0.02130988632488655,True,7.435662538329612e-05,0.0009024901231527839,1000.0
BenchmarkFilterHasHit/maxItems=1000000-2_BenchmarkUnionNoOverlap/items_10000-2,0.0004879685097936128,0.00037679408283292754,1.295053537265819,0.19861409198837285,False,-0.0002605987016583909,0.0012365357212456166,1000.0
BenchmarkUnionNoOverlap/items_10000-2_BenchmarkUnmarshalUint64-2,0.0004877372582535132,0.0002799972854128754,1.7419356674630286,0.08493610145237238,False,-6.852622014241272e-05,0.0010440007366494392,1000.0
BenchmarkIntersectNoOverlap/items_10000000-2_BenchmarkUnionNoOverlap/items_100000-2,0.00048640579867021555,0.00029592899528768266,1.643657115104128,0.10373613729928542,False,-0.00010150880212386878,0.0010743203994642999,1000.0
BenchmarkFilterHasHit/maxItems=1000000-2_BenchmarkMapHasMiss/items_100000-2,0.0004858727175494216,0.0002705639886188183,1.795777479588901,0.07588580609010363,False,-5.1649870270848624e-05,0.0010233953053696918,1000.0
BenchmarkMarshalConstArray-2_BenchmarkUnionNoOverlap/items_100000-2,0.00048579554709421305,0.00027406669444122653,1.7725449934172561,0.07968783987073785,False,-5.86857772070105e-05,0.0010302768713954366,1000.0
BenchmarkFilterAdd/maxItems=100000-2_BenchmarkMapAddReuse/items_1000000-2,0.0004832156190460559,0.00023025261535920095,2.0986324880272265,0.038650583698762855,True,2.5778610181474097e-05,0.0009406526279106377,1000.0
BenchmarkFilterAdd/maxItems=100000-2_BenchmarkMarshalUnmarshalMetricIDs/numMetricIDs-10000000-2,0.0004818602897969834,0.00019512589815909662,2.4694840323251035,0.015417564975760804,True,9.420863569235003e-05,0.0008695119439016168,1000.0
BenchmarkLabelsCompressorCompress-2_BenchmarkUnionNoOverlap/items_100000-2,0.00047927965592757754,0.00026691862474664374,1.7956021479673987,0.075913925738335,False,-5.1000780296242164e-05,0.0010095600921513972,1000.0
BenchmarkFilterAdd/maxItems=1000000-2_BenchmarkMapHasMiss/items_100000-2,0.00047921908748414294,0.00021221626185620088,2.258163833876524,0.026352719896532827,True,5.76144429311046e-05,0.0009008237320371813,1000.0
BenchmarkDedupAggr/samplesPerPush_10000-2_BenchmarkFilterHasHit/maxItems=10000000-2,0.00047838828985159997,0.00020280069438820896,2.3589085397106704,0.02049246971704105,True,7.54893134734998e-05,0.0008812872662297001,1000.0
BenchmarkFilterHasHit/maxItems=1000000-2_BenchmarkMapAddWithAllocs/items_1000000-2,0.00047757283121091515,0.00033390606621169815,1.4302610210984652,0.1561047529487305,False,-0.00018578984951841206,0.0011409355119402424,1000.0
BenchmarkIntersectFullOverlap/items_10000-2_BenchmarkUnionNoOverlap/items_100000-2,0.00047586314464386165,0.00025821512485684763,1.8428941562105485,0.06863638019776568,False,-3.712626993388217e-05,0.0009888525592216054,1000.0
BenchmarkMapAddWithAllocs/items_10000000-2_BenchmarkUnionNoOverlap/items_100000-2,0.0004748373509403566,0.00028223174345781395,1.6824377907417492,0.0959504495480217,False,-8.586526836571948e-05,0.0010355399702464327,1000.0
BenchmarkUnionNoOverlap/items_10000-2_BenchmarkUnmarshalInt64NearestDelta2-2,0.0004738050752748931,0.00028619097204518796,1.6555556308746242,0.10129485336803475,False,-9.476324266654548e-05,0.0010423733932163315,1000.0
BenchmarkFilterAdd/maxItems=100000-2_BenchmarkMarshalUnmarshalMetricIDs/numMetricIDs-1000-2,0.000473296488717769,0.00024090666152868365,1.9646467462312815,0.052539791602846886,False,-5.306642427206599e-06,0.0009518996198627447,1000.0
BenchmarkStringsToLower/ascii-some-uppercase-2_BenchmarkUnionNoOverlap/items_100000-2,0.0004729598422666426,0.0002875717211292365,1.644667425605773,0.10352701615772789,False,-9.835157472717524e-05,0.0010442712592604606,1000.0
BenchmarkUnionNoOverlap/items_10000-2_created,0.00047132150991180085,0.0002516441346109222,1.8729683910198474,0.06431881111267836,False,-2.86134856371501e-05,0.0009712565054607518,1000.0
