time,per. metric/s,metric total,overall metric/s,per. row/s,row total,overall row/s
1732694429,392107.48,3.921600E+06,392107.48,35115.30,3.512000E+05,35115.30
1732694439,356800.32,7.489600E+06,374455.09,31760.03,6.688000E+05,33437.78
1732694449,419199.99,1.168160E+07,389369.40,37380.00,1.042600E+06,34751.79
1732694459,425819.70,1.593980E+07,398481.67,37869.97,1.421300E+06,35531.31
1732694469,423540.25,2.017520E+07,403493.25,37790.02,1.799200E+06,35983.04
1732694479,402649.99,2.420170E+07,403352.71,35910.00,2.158300E+06,35970.87
1732694489,373029.96,2.793200E+07,399020.97,33210.00,2.490400E+06,35576.47
1732694499,344089.96,3.137290E+07,392154.71,30610.00,2.796500E+06,34955.67
1732694509,417290.17,3.554580E+07,394947.49,37130.01,3.167800E+06,35197.26
1732694519,405699.88,3.960280E+07,396022.72,36139.99,3.529200E+06,35291.53
1732694529,372100.04,4.332380E+07,393847.96,33180.00,3.861000E+06,35099.57
1732694539,455109.85,4.787490E+07,398953.06,40659.99,4.267600E+06,35562.94
1732694549,458400.08,5.245890E+07,403525.86,40770.01,4.675300E+06,35963.48
1732694559,427770.12,5.673660E+07,405257.57,38090.01,5.056200E+06,36115.37
1732694569,387419.91,6.061080E+07,404068.41,34499.99,5.401200E+06,36007.68
1732694579,384719.98,6.445800E+07,402859.14,34350.00,5.744700E+06,35904.08
1732694589,418600.09,6.864400E+07,403785.07,37380.01,6.118500E+06,35990.89
1732694599,263519.96,7.127920E+07,395992.62,23350.00,6.352000E+06,35288.63
1732694609,235719.98,7.363640E+07,387557.28,21080.00,6.562800E+06,34540.81
1732694619,242579.97,7.606220E+07,380308.46,21620.00,6.779000E+06,33894.77
1732694629,369580.12,7.975800E+07,379797.59,32830.01,7.107300E+06,33844.07
1732694639,459979.88,8.435780E+07,383442.22,40999.99,7.517300E+06,34169.34
1732694649,354740.12,8.790520E+07,382194.31,31620.01,7.833500E+06,34058.50
1732694659,397869.96,9.188390E+07,382847.46,35460.00,8.188100E+06,34116.89
