time,per. metric/s,metric total,overall metric/s,per. row/s,row total,overall row/s
1738736547,188145.88,1.881650E+06,188145.88,16865.79,1.686750E+05,16865.79
1738736557,303784.93,4.919500E+06,245962.47,27022.49,4.389000E+05,21943.88
1738736567,254990.05,7.469400E+06,248971.56,22807.50,6.669750E+05,22231.75
1738736577,285905.00,1.032845E+07,258204.69,25417.50,9.211500E+05,23028.16
1738736587,255335.00,1.288180E+07,257630.76,22807.50,1.149225E+06,22984.03
1738736597,306002.50,1.594182E+07,265692.58,27240.00,1.421625E+06,23693.35
1738736607,412619.90,2.006802E+07,286681.90,36779.99,1.789425E+06,25562.84
1738736617,427467.55,2.434270E+07,304279.88,38062.50,2.170050E+06,27125.28
1738736627,401112.47,2.835382E+07,315038.94,35692.50,2.526975E+06,28077.18
1738736637,398169.98,3.233552E+07,323351.96,35490.00,2.881875E+06,28818.46
1738736647,412897.60,3.646450E+07,331492.39,36847.51,3.250350E+06,29548.36
1738736657,331122.48,3.977572E+07,331461.57,29490.00,3.545250E+06,29543.50
1738736667,443214.93,4.420788E+07,340057.91,39427.49,3.939525E+06,30303.80
1738736677,414150.10,4.834938E+07,345350.17,37005.01,4.309575E+06,30782.46
1738736687,408749.97,5.243688E+07,349576.80,36315.00,4.672725E+06,31151.29
1738736697,405784.93,5.649472E+07,353089.78,36194.99,5.034675E+06,31466.52
1738736707,354890.07,6.004362E+07,353195.68,31590.01,5.350575E+06,31473.78
1738736717,393834.86,6.398198E+07,355453.40,35144.99,5.702025E+06,31677.74
1738736727,424782.60,6.822980E+07,359102.29,37920.01,6.081225E+06,32006.28
1738736737,411717.56,7.234698E+07,361733.04,36675.01,6.447975E+06,32239.71
1738736747,395379.94,7.630078E+07,363335.26,35219.99,6.800175E+06,32381.63
1738736757,377727.56,8.007805E+07,363989.45,33555.00,7.135725E+06,32434.96
1738736767,404607.43,8.412412E+07,365755.45,36074.99,7.496475E+06,32593.23
1738736777,398914.96,8.811328E+07,367137.09,35685.00,7.853325E+06,32722.05
1738736787,409032.60,9.220360E+07,368812.90,36307.51,8.216400E+06,32865.47
1738736797,396984.91,9.617345E+07,369896.43,35437.49,8.570775E+06,32964.39
1738736807,362692.54,9.980038E+07,369629.62,32265.00,8.893425E+06,32938.49
1738736817,397307.54,1.037734E+08,370618.12,35482.50,9.248250E+06,33029.34
1738736827,419297.49,1.079664E+08,372296.71,37312.50,9.621375E+06,33177.04
1738736837,394757.55,1.119140E+08,373045.40,35122.50,9.972600E+06,33241.89
1738736847,355737.41,1.154714E+08,372487.08,31702.49,1.028962E+07,33192.23
1738736857,284877.54,1.183202E+08,369749.29,25492.50,1.054455E+07,32951.61
1738736867,378965.01,1.221098E+08,370028.56,33735.00,1.088190E+07,32975.35
1738736877,391727.44,1.260271E+08,370666.76,34942.49,1.123132E+07,33033.21
1738736887,416362.54,1.301907E+08,371972.35,37072.50,1.160205E+07,33148.62
1738736897,406530.03,1.342560E+08,372932.28,36300.00,1.196505E+07,33236.16
1738736907,394297.45,1.381990E+08,373509.72,35092.50,1.231598E+07,33286.33
1738736917,381742.49,1.420164E+08,373726.37,34050.00,1.265648E+07,33306.42
1738736927,400524.63,1.460216E+08,374413.50,35587.47,1.301235E+07,33364.91
1738736937,412342.96,1.501451E+08,375361.73,36757.54,1.337992E+07,33449.73
1738736947,415292.44,1.542980E+08,376335.65,37094.99,1.375088E+07,33538.64
1738736957,376232.54,1.580603E+08,376333.20,33420.00,1.408508E+07,33535.81
1738736967,312172.46,1.611820E+08,374841.09,27847.50,1.436355E+07,33403.53
1738736977,254874.93,1.637308E+08,372114.59,22754.99,1.459110E+07,33161.51
1738736987,415067.60,1.678815E+08,373069.10,36982.51,1.496092E+07,33246.42
1738736997,408282.51,1.719643E+08,373834.61,36352.50,1.532445E+07,33313.95
1738737007,410565.05,1.760700E+08,374616.10,36502.50,1.568948E+07,33381.79
1738737017,334889.81,1.794188E+08,373788.47,30007.48,1.598955E+07,33311.49
1738737027,384845.22,1.832673E+08,374014.12,34155.02,1.633110E+07,33328.71
1738737037,419470.01,1.874620E+08,374923.24,37350.00,1.670460E+07,33409.13
1738737047,396190.01,1.914239E+08,375340.23,35310.00,1.705770E+07,33446.40
1738737057,414909.93,1.955730E+08,376101.19,37102.49,1.742872E+07,33516.71
1738737067,329859.94,1.988716E+08,375228.71,29347.49,1.772220E+07,33438.05
1738737077,426485.08,2.031364E+08,376177.90,37912.51,1.810132E+07,33520.91
1738737087,387157.55,2.070080E+08,376377.53,34507.50,1.844640E+07,33538.85
1738737097,413842.46,2.111464E+08,377046.55,36915.00,1.881555E+07,33599.14
1738737107,405357.48,2.152000E+08,377543.23,36187.50,1.917742E+07,33644.55
1738737117,402327.56,2.192233E+08,377970.54,35767.51,1.953510E+07,33681.15
1738737127,394239.99,2.231657E+08,378246.30,35122.50,1.988632E+07,33705.58
1738737137,412005.02,2.272858E+08,378808.94,36712.50,2.025345E+07,33755.69
1738737147,396144.88,2.312472E+08,379093.14,35302.49,2.060648E+07,33781.05
1738737157,285462.55,2.341018E+08,377582.97,25515.00,2.086162E+07,33647.73
1738737167,358657.47,2.376884E+08,377282.56,31995.00,2.118158E+07,33621.49
1738737177,400764.91,2.416960E+08,377649.48,35669.99,2.153828E+07,33653.50
1738737187,408825.15,2.457843E+08,378129.10,36382.51,2.190210E+07,33695.49
1738737197,277659.94,2.485609E+08,376606.84,24764.99,2.214975E+07,33560.18
1738737207,265447.55,2.512154E+08,374947.75,23587.50,2.238562E+07,33411.33
1738737217,253947.47,2.537548E+08,373168.34,22792.50,2.261355E+07,33255.17
1738737227,287345.02,2.566283E+08,371924.52,25440.00,2.286795E+07,33141.91
1738737237,250915.01,2.591374E+08,370195.82,22380.00,2.309175E+07,32988.17
1738737247,354635.00,2.626838E+08,369976.65,31575.00,2.340750E+07,32968.26
1738737257,375402.43,2.664378E+08,370052.01,33607.49,2.374358E+07,32977.14
1738737267,404157.51,2.704794E+08,370519.21,36022.50,2.410380E+07,33018.86
1738737277,401965.10,2.744990E+08,370944.15,35737.51,2.446118E+07,33055.60
1738737287,409004.90,2.785891E+08,371451.63,36412.49,2.482530E+07,33100.36
1738737297,397772.50,2.825668E+08,371797.96,35407.50,2.517938E+07,33130.71
1738737307,428607.58,2.868529E+08,372535.74,38212.51,2.556150E+07,33196.71
1738737317,357259.88,2.904255E+08,372339.90,31919.99,2.588070E+07,33180.34
1738737327,385485.02,2.942804E+08,372506.29,34237.50,2.622308E+07,33193.72
1738737337,406785.03,2.983482E+08,372934.78,36375.00,2.658682E+07,33233.49
1738737347,386937.60,3.022176E+08,373107.65,34455.01,2.693138E+07,33248.57
1738737357,420564.89,3.064232E+08,373686.40,37484.99,2.730622E+07,33300.23
1738737367,356017.57,3.099834E+08,373473.52,31740.01,2.762362E+07,33281.44
1738737377,395619.94,3.139396E+08,373737.17,35242.49,2.797605E+07,33304.78
1738737387,417817.58,3.181178E+08,374255.76,37117.51,2.834722E+07,33349.64
1738737397,253002.43,3.206478E+08,372845.84,22664.99,2.857388E+07,33225.40
1738737407,368107.59,3.243289E+08,372791.37,32685.01,2.890072E+07,33219.19
1738737417,437474.98,3.287036E+08,373526.41,38985.00,2.929058E+07,33284.71
1738737427,399282.42,3.326964E+08,373815.81,35737.49,2.964795E+07,33312.27
1738737437,409760.05,3.367940E+08,374215.19,36412.50,3.001208E+07,33346.71
1738737447,354529.96,3.403394E+08,373998.87,31537.50,3.032745E+07,33326.83
1738737457,411329.96,3.444526E+08,374404.64,36637.50,3.069382E+07,33362.82
1738737467,438149.93,3.488342E+08,375090.07,39119.99,3.108502E+07,33424.72
1738737477,250082.62,3.513350E+08,373760.21,22260.01,3.130762E+07,33305.95
1738737487,432337.53,3.556584E+08,374376.81,38602.50,3.169365E+07,33361.70
1738737497,384050.00,3.594988E+08,374477.57,34162.50,3.203528E+07,33370.04
1738737507,426799.98,3.637668E+08,375016.98,37965.00,3.241492E+07,33417.41
1738737517,428315.01,3.680500E+08,375560.83,38167.50,3.279660E+07,33465.88
1738737527,407759.96,3.721276E+08,375886.08,36502.50,3.316162E+07,33496.56
1738737537,339022.53,3.755178E+08,375517.44,30195.00,3.346358E+07,33463.54
1738737547,432061.83,3.798385E+08,376077.29,38354.72,3.384712E+07,33511.97
1738737557,423020.56,3.840686E+08,376537.52,37792.77,3.422505E+07,33553.94
1738737567,437154.99,3.884402E+08,377126.04,38977.50,3.461482E+07,33606.59
1738737577,413100.04,3.925712E+08,377471.94,36847.50,3.498330E+07,33637.76
1738737587,376937.52,3.963406E+08,377466.85,33472.50,3.531802E+07,33636.18
1738737597,412184.98,4.004624E+08,377794.38,36735.00,3.568538E+07,33665.42
